doctors,pharmacists,dentist,nurses,lab_scientists,midwifes,nurse_midwife,beds,state,ownership,registration_status,operational_days,ambulance_services
0,0,0,0,0,0,0,2,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,12,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,9,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,6,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,6,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Registered,All Day of The Week,0
1,0,0,0,0,0,1,10,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,6,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,2,10,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Registered,All Day of The Week,0
1,1,0,0,0,0,2,8,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,9,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,4,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,1,8,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,6,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,All Day of The Week,0
1,0,1,2,0,0,1,10,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,6,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,1,8,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
1,0,0,2,1,0,22,40,Cross River,Public,Not Applicable,All Day of The Week,1
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,15,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,1,5,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,12,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,1,0,0,0,5,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Cross River,Public,Not Applicable,All Day of The Week,0
2,0,2,0,0,0,0,7,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,6,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,1,10,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,6,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,4,Cross River,Public,Not Applicable,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,4,Cross River,Public,Not Applicable,All Day of The Week,0
1,0,0,0,0,0,0,9,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,0,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,4,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,6,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,1,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,0,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,0,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,0,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,0,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,7,Cross River,Public,Not Applicable,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,5,Cross River,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
1,0,0,0,0,0,0,5,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
1,2,1,5,1,0,13,54,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,1,5,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,0,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Not Applicable,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,"All Day of The Week Except Friday, Sunday, Saturday",0
0,0,0,0,0,0,0,3,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Cross River,Public,Not Applicable,All Day of The Week Except Saturday,0
1,0,0,0,0,1,0,7,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,19,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,11,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,1,0,4,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,10,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,4,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,13,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,8,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,7,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
3,0,0,0,0,0,15,8,Cross River,Public,Unknown,All Day of The Week,1
1,0,0,0,1,2,2,25,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
3,0,1,1,2,3,1,34,Cross River,Private,Registered,All Day of The Week,0
0,10,0,0,1,0,0,6,Cross River,Public,Unknown,All Day of The Week,0
5,2,0,2,2,5,17,180,Cross River,Private,Registered,All Day of The Week,1
1,0,0,0,0,0,0,15,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,4,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,9,0,1,0,0,1,4,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Cross River,Public,Unknown,All Day of The Week Except Sunday,0
0,0,0,0,1,0,1,7,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,10,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,5,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,4,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,10,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,6,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,10,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Cross River,Public,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,6,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
1,0,1,0,2,0,2,59,Cross River,Public,Registered,All Day of The Week,1
0,0,0,0,1,0,0,7,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,15,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
12,3,0,0,3,0,8,33,Cross River,Public,Registered,All Day of The Week,1
0,0,0,0,0,0,0,1,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,4,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,7,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,3,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,10,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,9,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Cross River,Public,Registered,All Day of The Week,1
0,0,0,0,0,0,0,3,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,5,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,7,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,10,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
1,0,1,0,0,0,0,8,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,4,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,10,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,4,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,6,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,12,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,6,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,4,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,2,6,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
1,0,0,2,0,1,0,10,Cross River,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,1,0,0,0,7,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,14,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,8,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,1,0,0,0,12,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,3,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,1,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
2,0,2,0,0,2,1,20,Cross River,Private,Registered,All Day of The Week,0
0,0,0,1,0,0,3,12,Cross River,Private,Registered,All Day of The Week,0
5,2,5,2,1,0,20,160,Cross River,Private,Registered,All Day of The Week,1
2,1,2,4,1,0,6,144,Cross River,Private,Registered,All Day of The Week,0
4,0,1,28,4,0,60,150,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,1,0,0,1,3,Cross River,Public,Unknown,All Day of The Week,0
1,0,0,2,1,0,1,20,Cross River,Public,Unknown,All Day of The Week,1
1,0,0,1,0,0,1,3,Cross River,Public,Not Applicable,All Day of The Week,0
1,0,0,0,0,0,1,7,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Unknown,All Day of The Week,0
1,0,0,1,0,1,0,8,Cross River,Private,Unknown,All Day of The Week,0
0,0,0,1,0,0,0,0,Cross River,Public,Unknown,All Day of The Week,0
3,1,0,0,1,0,2,20,Cross River,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Cross River,Public,Not Applicable,All Day of The Week,0
0,0,0,0,0,0,0,7,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,6,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,0,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,9,Cross River,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,1,4,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,1,Cross River,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
