doctors,pharmacists,dentist,nurses,lab_scientists,midwifes,nurse_midwife,beds,state,ownership,registration_status,operational_days,ambulance_services
1,0,0,0,0,0,3,2,Lagos,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,2,4,Lagos,Public,Registered,All Day of The Week,1
1,0,0,0,0,2,1,9,Lagos,Private,Registered,All Day of The Week,0
1,2,1,2,2,1,2,20,Lagos,Public,Registered,All Day of The Week,1
2,0,0,1,0,0,1,7,Lagos,Private,Registered,All Day of The Week,0
1,0,0,1,0,0,0,3,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,1,7,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
1,0,0,2,0,1,1,6,Lagos,Private,Registered,All Day of The Week,0
2,0,0,2,0,1,2,10,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
1,0,0,0,0,0,1,4,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,0,2,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,3,8,Lagos,Public,Registered,All Day of The Week,0
2,0,2,1,0,1,2,12,Lagos,Private,Registered,All Day of The Week,0
1,0,0,2,0,0,1,10,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,2,6,Lagos,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,1,5,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,2,0,0,2,6,Lagos,Private,Registered,All Day of The Week,0
2,0,0,2,1,2,1,26,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
1,0,0,0,0,0,2,5,Lagos,Public,Registered,All Day of The Week,1
0,0,0,0,0,1,1,2,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
1,0,0,1,0,0,2,4,Lagos,Private,Provisionally Registered,All Day of The Week,0
0,1,0,0,0,0,1,4,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,2,7,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
2,0,0,4,0,2,2,25,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
2,0,0,2,0,1,1,10,Lagos,Private,Registered,All Day of The Week,0
1,0,0,1,0,0,3,9,Lagos,Private,Registered,All Day of The Week,1
1,0,0,3,0,0,1,12,Lagos,Private,Registered,All Day of The Week,1
2,0,0,0,0,1,4,10,Lagos,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,4,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,8,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
2,0,0,0,0,0,4,24,Lagos,Public,Registered,All Day of The Week,1
19,8,19,4,4,0,34,37,Lagos,Public,Registered,All Day of The Week,1
3,1,0,1,0,0,4,13,Lagos,Public,Registered,All Day of The Week,1
0,0,0,0,0,0,0,1,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
1,0,1,0,0,1,1,5,Lagos,Private,Provisionally Registered,All Day of The Week,0
0,0,0,0,0,0,1,3,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,3,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Lagos,Public,Registered,All Day of The Week,0
1,0,0,0,0,0,1,1,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
3,1,3,1,0,1,5,8,Lagos,Public,Registered,All Day of The Week,1
0,0,0,0,0,1,0,9,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
1,0,1,1,0,0,1,5,Lagos,Private,Provisionally Registered,All Day of The Week,0
0,0,0,0,0,0,0,2,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,3,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,2,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,2,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
6,2,6,2,1,0,12,11,Lagos,Public,Registered,All Day of The Week,1
2,0,0,0,0,1,2,7,Lagos,Private,Provisionally Registered,All Day of The Week,0
2,0,0,0,0,1,0,4,Lagos,Private,Registered,All Day of The Week,1
1,0,0,1,0,2,1,2,Lagos,Private,Registered,All Day of The Week,1
1,0,1,0,0,0,0,6,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,1,5,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
3,0,0,0,0,0,5,7,Lagos,Public,Registered,All Day of The Week,1
1,0,0,1,0,1,0,4,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,1,2,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,1,3,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
35,9,3,6,5,0,67,110,Lagos,Public,Registered,All Day of The Week,1
1,0,0,0,0,0,1,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,1,0,0,0,4,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
6,1,6,0,1,0,3,11,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,1,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
1,0,1,0,0,0,2,5,Lagos,Private,Pending Registration,On Wednesday,0
12,4,0,10,3,4,6,24,Lagos,Private,Registered,All Day of The Week,1
0,0,3,0,0,0,0,3,Lagos,Private,Registered,All Day of The Week Except Sunday,0
2,0,0,2,1,0,1,2,Lagos,Private,Registered,All Day of The Week Except Sunday,0
1,1,0,2,1,0,0,0,Lagos,Private,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
5,1,0,1,0,1,5,7,Lagos,Public,Registered,All Day of The Week,1
3,0,0,0,0,0,4,1,Lagos,Private,Registered,"All Day of The Week Except Sunday, Saturday",0
3,0,0,0,0,0,4,1,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,2,3,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
3,0,0,2,2,2,1,9,Lagos,Private,Provisionally Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
4,0,0,3,1,0,0,8,Lagos,Private,Registered,All Day of The Week,0
1,0,0,0,0,0,0,8,Lagos,Private,Registered,All Day of The Week,0
2,0,0,2,0,0,0,3,Lagos,Private,Registered,All Day of The Week,0
2,0,0,0,0,0,3,6,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,1,2,7,Lagos,Public,Registered,All Day of The Week,1
13,5,0,4,3,3,22,26,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
2,0,0,0,0,0,1,4,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
7,0,0,1,1,0,3,16,Lagos,Private,Registered,All Day of The Week,0
2,0,0,2,0,0,0,2,Lagos,Private,Registered,All Day of The Week Except Sunday,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
3,0,3,2,1,0,3,5,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
1,0,0,0,0,0,0,2,Lagos,Private,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
3,0,0,3,0,0,0,4,Lagos,Private,Registered,All Day of The Week,0
4,0,0,2,1,1,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
6,0,0,0,3,0,12,15,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
3,1,1,0,0,2,2,5,Lagos,Public,Registered,All Day of The Week,0
5,0,0,4,1,2,1,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
7,0,0,0,1,3,0,8,Lagos,Private,Registered,All Day of The Week,1
1,0,0,0,0,0,1,3,Lagos,Private,Registered,All Day of The Week,0
6,1,0,3,1,3,2,6,Lagos,Private,Registered,All Day of The Week,1
5,0,0,1,1,1,4,12,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,1,Lagos,Public,Registered,"All Day of The Week Except Tuesday, Sunday, Saturday",0
0,0,0,0,0,0,2,3,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
3,0,0,0,0,3,0,5,Lagos,Private,Registered,All Day of The Week,0
2,0,0,0,0,0,2,7,Lagos,Private,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
3,1,0,0,1,1,5,8,Lagos,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,2,0,0,0,0,0,Lagos,Private,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
4,0,4,1,1,1,3,6,Lagos,Private,Registered,All Day of The Week,0
2,0,2,0,0,0,4,6,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
1,0,0,0,1,1,4,6,Lagos,Public,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
2,0,0,2,0,0,1,8,Lagos,Private,Registered,All Day of The Week,0
11,4,0,3,5,2,18,11,Lagos,Private,Registered,All Day of The Week,0
4,2,0,0,1,0,7,9,Lagos,Private,Registered,All Day of The Week,1
12,1,0,2,2,0,2,5,Lagos,Private,Registered,All Day of The Week,0
6,5,1,9,4,0,9,5,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
2,0,0,4,2,0,2,16,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
12,2,0,10,3,0,28,16,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
11,1,0,4,3,0,11,8,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,2,8,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
3,0,3,3,1,0,0,10,Lagos,Private,Registered,All Day of The Week,0
4,1,1,2,3,1,4,6,Lagos,Private,Registered,All Day of The Week,1
2,0,0,1,1,2,1,12,Lagos,Private,Registered,All Day of The Week,0
4,0,0,1,0,0,1,6,Lagos,Private,Registered,All Day of The Week,0
3,1,0,0,3,0,6,6,Lagos,Private,Registered,All Day of The Week,0
8,0,0,4,2,1,2,8,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
8,1,0,0,3,0,12,35,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,1,4,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
3,0,0,6,1,0,0,4,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
29,4,29,0,1,0,75,26,Lagos,Public,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,2,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,1,0,0,0,6,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
3,0,0,6,2,0,4,8,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
2,0,0,0,0,0,3,6,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,2,2,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
1,0,1,3,0,0,1,9,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
9,0,0,1,1,0,2,5,Lagos,Private,Registered,All Day of The Week,1
4,0,0,0,2,0,3,11,Lagos,Private,Registered,All Day of The Week,0
5,1,0,10,1,4,2,35,Lagos,Private,Registered,All Day of The Week,1
2,0,0,1,0,1,1,1,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
2,0,0,2,1,2,2,4,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,2,7,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
7,1,0,9,1,1,3,9,Lagos,Private,Registered,All Day of The Week,0
7,2,0,7,3,4,0,8,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,2,Lagos,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Not Applicable,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
2,0,0,2,1,0,0,6,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,3,0,1,0,9,Lagos,Private,Registered,All Day of The Week,0
7,0,0,4,1,2,1,20,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
1,0,0,3,0,0,1,5,Lagos,Private,Registered,All Day of The Week,0
3,0,0,1,0,1,1,10,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
1,0,1,3,0,1,0,4,Lagos,Private,Pending Registration,All Day of The Week,0
7,0,0,4,1,2,1,20,Lagos,Private,Registered,All Day of The Week,0
1,0,0,0,1,1,1,6,Lagos,Private,Registered,All Day of The Week,0
2,0,0,1,0,2,1,8,Lagos,Private,Pending Registration,All Day of The Week,0
1,0,0,2,1,0,0,7,Lagos,Private,Pending Registration,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Pending Registration,All Day of The Week,0
0,0,0,2,0,0,1,4,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,10,Lagos,Private,Registered,All Day of The Week,0
1,0,0,0,0,1,0,2,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,1,10,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
1,0,0,0,0,0,0,4,Lagos,Private,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
1,0,0,1,0,0,1,4,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
1,0,0,2,0,1,0,8,Lagos,Private,Pending Registration,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
2,0,0,2,3,2,3,6,Lagos,Public,Unknown,All Day of The Week,1
0,0,0,0,0,0,0,0,Lagos,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,1,4,Lagos,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,1,10,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,0,Lagos,Public,Registered,All Day of The Week,0
0,0,0,0,0,0,2,4,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
26,7,26,0,5,0,49,90,Lagos,Public,Registered,All Day of The Week Except Wednesday,1
0,0,0,0,0,0,2,4,Lagos,Public,Registered,All Day of The Week,0
1,0,1,1,0,0,0,7,Lagos,Private,Registered,All Day of The Week,0
3,0,0,2,0,1,1,24,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,0,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
0,0,0,0,0,0,1,3,Lagos,Public,Unknown,"All Day of The Week Except Sunday, Saturday",0
0,0,0,0,0,0,0,5,Lagos,Public,Unknown,All Day of The Week,0
2,0,0,1,0,0,1,5,Lagos,Private,Registered,All Day of The Week,0
1,0,0,0,0,2,1,10,Lagos,Private,Registered,All Day of The Week,0
2,1,0,1,0,0,2,10,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
2,0,0,2,0,1,0,6,Lagos,Private,Registered,All Day of The Week,0
5,1,1,3,1,3,3,28,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
8,1,8,5,1,1,0,35,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,1,0,Lagos,Public,Registered,All Day of The Week,0
4,1,1,3,1,1,1,17,Lagos,Private,Registered,All Day of The Week,0
9,1,1,3,1,1,1,24,Lagos,Private,Registered,All Day of The Week,1
2,0,0,1,0,0,0,4,Lagos,Private,Registered,All Day of The Week,0
1,0,0,2,0,3,2,8,Lagos,Private,Registered,All Day of The Week,0
4,1,0,1,0,2,2,4,Lagos,Public,Registered,All Day of The Week,1
0,0,0,2,0,0,0,3,Lagos,Private,Registered,All Day of The Week,0
1,0,1,0,0,0,1,4,Lagos,Private,Registered,All Day of The Week,0
3,0,0,4,0,0,2,10,Lagos,Private,Registered,All Day of The Week,1
2,0,0,0,0,0,2,6,Lagos,Private,Registered,All Day of The Week,0
1,0,0,0,0,0,1,6,Lagos,Private,Registered,All Day of The Week,0
1,0,1,1,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
2,0,2,0,0,0,0,4,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,1,10,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
1,0,0,1,0,0,0,8,Lagos,Private,Registered,All Day of The Week,0
1,0,1,2,0,0,1,5,Lagos,Private,Registered,All Day of The Week,0
67,18,0,0,10,18,23,68,Lagos,Public,Registered,All Day of The Week,1
2,0,0,3,0,0,2,8,Lagos,Private,Registered,All Day of The Week,0
5,1,5,4,1,2,5,7,Lagos,Public,Registered,All Day of The Week,1
2,0,2,1,1,0,1,10,Lagos,Private,Registered,All Day of The Week,0
2,0,2,1,0,0,0,7,Lagos,Private,Registered,All Day of The Week,1
3,1,3,0,2,0,1,5,Lagos,Private,Registered,All Day of The Week,0
10,0,10,2,1,0,2,25,Lagos,Private,Registered,All Day of The Week,1
3,0,3,1,0,1,0,6,Lagos,Private,Registered,All Day of The Week,0
11,0,11,1,0,0,1,10,Lagos,Private,Registered,All Day of The Week,0
0,0,0,0,0,0,0,5,Lagos,Private,Unknown,All Day of The Week,0
2,0,2,2,1,0,0,14,Lagos,Private,Registered,All Day of The Week,1
0,0,0,0,0,0,2,6,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
2,0,0,2,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
2,0,0,2,0,0,0,10,Lagos,Private,Registered,All Day of The Week,0
1,0,1,0,0,0,2,10,Lagos,Public,Registered,"All Day of The Week Except Sunday, Saturday",0
2,0,2,0,0,1,1,12,Lagos,Private,Registered,All Day of The Week,0
1,0,1,1,0,0,0,3,Lagos,Private,Registered,All Day of The Week,0
9,1,0,2,2,1,8,43,Lagos,Private,Registered,All Day of The Week,1
2,1,0,1,1,0,1,6,Lagos,Private,Registered,All Day of The Week,1
5,1,1,3,1,1,0,18,Lagos,Private,Registered,All Day of The Week,1
2,0,2,1,0,1,1,8,Lagos,Private,Registered,All Day of The Week,0
1,0,0,1,0,0,0,5,Lagos,Private,Registered,All Day of The Week,0
